user_id,duolingo_start_date,daily_goal,highest_course_progress,took_placement_test,purchased_subscription,highest_crown_count,n_active_days,n_lessons_started,n_lessons_completed,longest_streak,n_days_on_platform
35cefdd772c911e98e17dca9049399ef,11/13/12 23:30,32.0,4.0,True,False,8.0,8,51.0,45.0,1,2182
35cdd06372c911e98a8cdca9049399ef,10/10/18 12:01,,11.0,False,True,45.0,24,431.0,426.0,22,25
35d2ab5c72c911e98ddedca9049399ef,5/10/18 16:49,20.0,64.0,True,False,200.0,90,807.0,694.0,29,178
35d3f56672c911e99d64dca9049399ef,2/11/18 5:32,,83.0,True,False,,26,105.0,101.0,18,266
35d6836172c911e9925adca9049399ef,8/5/17 8:44,,19.0,False,False,47.0,6,3.0,3.0,0,456
35d06ef072c911e9b099dca9049399ef,10/23/17 19:49,,18.0,False,False,49.0,34,127.0,104.0,2,377
35cfad3072c911e982b9dca9049399ef,9/7/16 17:47,50.0,18.0,True,False,31.0,47,271.0,246.0,9,788
35d0b70072c911e9b816dca9049399ef,8/29/17 14:57,20.0,20.0,False,False,64.0,5,9.0,8.0,2,432
35d5ae3872c911e99729dca9049399ef,9/9/18 7:53,,9.0,False,False,20.0,18,97.0,77.0,5,56
35cc7ab572c911e9aa63dca9049399ef,11/9/17 1:33,10.0,22.0,False,False,70.0,52,51.0,48.0,15,360
35d0dac072c911e981a8dca9049399ef,4/19/18 19:52,20.0,54.0,True,True,63.0,83,204.0,189.0,14,199
35d3de3372c911e9b708dca9049399ef,11/10/15 15:07,,16.0,False,False,53.0,12,32.0,24.0,2,1090
35d3046b72c911e98890dca9049399ef,11/1/18 16:08,,2.0,False,False,5.0,3,30.0,29.0,3,3
35d25f9e72c911e9bf87dca9049399ef,1/26/14 23:07,30.0,48.0,False,True,230.0,91,315.0,308.0,250,1743
35cf7e4572c911e98ad7dca9049399ef,10/27/14 14:45,10.0,33.0,False,True,152.0,93,102.0,96.0,890,1469
35d3755972c911e9b2ffdca9049399ef,8/26/15 15:09,50.0,47.0,True,True,85.0,40,237.0,233.0,14,1166
35d14bcc72c911e9a1d5dca9049399ef,2/7/15 13:07,20.0,34.0,True,False,220.0,94,339.0,328.0,588,1366
35d3c00072c911e9a551dca9049399ef,3/29/15 15:43,30.0,34.0,False,True,208.0,80,473.0,355.0,290,1316
35d2dc6172c911e9a229dca9049399ef,9/17/17 22:45,50.0,64.0,True,True,285.0,80,316.0,281.0,351,413
35d2b43072c911e9a808dca9049399ef,5/9/18 0:17,20.0,32.0,False,False,169.0,67,269.0,233.0,66,179
35cbfe2372c911e98634dca9049399ef,9/12/18 21:34,30.0,9.0,True,False,27.0,20,114.0,96.0,10,53
35cc342172c911e9b95fdca9049399ef,6/17/13 18:07,,34.0,False,False,193.0,65,371.0,364.0,37,1966
35d5e0ba72c911e9a780dca9049399ef,5/20/18 8:23,,10.0,False,False,,95,321.0,297.0,145,168
35d2db5472c911e98a16dca9049399ef,2/16/17 21:18,,51.0,False,False,82.0,7,12.0,11.0,1,626
35cfb2cf72c911e9b183dca9049399ef,10/9/17 14:16,,33.0,True,True,259.0,95,668.0,597.0,378,391
35d53f4072c911e98cbfdca9049399ef,9/8/18 11:46,50.0,7.0,False,False,15.0,20,83.0,63.0,3,57
35d24f5472c911e9a82fdca9049399ef,9/30/18 18:46,,11.0,True,False,80.0,36,594.0,582.0,36,35
35cb72eb72c911e9a462dca9049399ef,4/26/16 12:56,,45.0,False,True,111.0,81,196.0,120.0,165,922
35d6703d72c911e9a17cdca9049399ef,1/4/16 17:40,,5.0,False,False,25.0,30,86.0,67.0,7,1035
35d0007572c911e9b602dca9049399ef,5/3/18 18:04,50.0,8.0,False,False,20.0,14,52.0,52.0,6,185
35cf061472c911e9b305dca9049399ef,5/26/14 3:53,10.0,64.0,True,False,322.0,92,319.0,276.0,291,1623
35cf216172c911e99891dca9049399ef,7/18/17 10:48,30.0,33.0,True,False,186.0,74,453.0,431.0,44,474
35d4d6ca72c911e9b881dca9049399ef,5/10/18 0:47,20.0,13.0,False,False,19.0,1,,,0,178
35d5e7a372c911e9a6f3dca9049399ef,2/11/17 9:44,,2.0,False,False,1.0,3,3.0,3.0,1,631
35cb668072c911e9bb6cdca9049399ef,10/9/18 15:54,20.0,2.0,False,False,1.0,2,5.0,4.0,1,26
35cccef872c911e98f47dca9049399ef,11/15/13 6:30,50.0,39.0,False,False,143.0,17,80.0,76.0,4,1815
35d3db7572c911e98981dca9049399ef,6/25/18 18:22,,34.0,True,True,300.0,89,1667.0,1598.0,86,132
35cc26cf72c911e98c9bdca9049399ef,5/30/16 21:50,50.0,38.0,False,True,222.0,94,512.0,482.0,397,888
35d658e372c911e991b3dca9049399ef,7/28/17 9:35,10.0,1.0,False,False,0.0,13,,,0,464
35d53a0272c911e9ae4edca9049399ef,7/23/18 20:36,30.0,19.0,True,True,109.0,95,729.0,683.0,103,104
35d649c272c911e98a2bdca9049399ef,11/27/14 1:55,,46.0,True,False,45.0,19,90.0,85.0,6,1438
35ccf26672c911e9b261dca9049399ef,9/8/18 22:01,,11.0,False,False,72.0,54,101.0,95.0,44,57
35d0c0d972c911e99452dca9049399ef,8/27/17 9:18,10.0,32.0,True,False,183.0,44,117.0,116.0,5,434
35cde71472c911e9b686dca9049399ef,3/27/14 9:08,,51.0,True,False,378.0,84,853.0,923.0,56,1683
35d1990772c911e98207dca9049399ef,3/3/16 2:55,,50.0,False,False,22.0,11,61.0,59.0,5,976
35d6bf6b72c911e9a745dca9049399ef,3/25/16 14:01,20.0,18.0,True,False,39.0,6,26.0,19.0,2,954
35d5972b72c911e9aaaddca9049399ef,5/20/17 15:57,50.0,31.0,False,False,275.0,41,965.0,937.0,15,533
35cc0e9e72c911e9a2b6dca9049399ef,1/10/14 6:49,,64.0,False,True,213.0,89,431.0,344.0,477,1759
35d7950272c911e99719dca9049399ef,7/4/18 18:30,50.0,33.0,True,True,148.0,95,892.0,763.0,80,123
35d2739472c911e9b51bdca9049399ef,3/14/18 15:56,,17.0,False,False,68.0,85,231.0,227.0,74,235
35d6b8bd72c911e9bb43dca9049399ef,8/1/17 11:16,,14.0,False,False,27.0,3,5.0,4.0,1,460
35cbd21472c911e9a50ddca9049399ef,8/5/15 2:24,20.0,44.0,True,False,112.0,45,194.0,189.0,12,1187
35d5ec3572c911e98e83dca9049399ef,9/23/18 10:49,30.0,22.0,True,True,75.0,39,219.0,217.0,19,42
35ccb65c72c911e9b566dca9049399ef,11/1/18 3:55,,7.0,False,False,12.0,4,41.0,40.0,3,3
35d097eb72c911e99358dca9049399ef,10/3/16 15:51,10.0,14.0,False,True,51.0,63,111.0,99.0,59,762
35ccd57372c911e9bc77dca9049399ef,10/27/18 2:38,20.0,22.0,True,False,34.0,4,9.0,5.0,1,8
35d1b7f572c911e9ba70dca9049399ef,11/1/18 13:47,,7.0,False,False,17.0,4,116.0,113.0,5,3
35d5f4e172c911e9b245dca9049399ef,12/21/16 18:53,10.0,41.0,True,True,172.0,15,70.0,64.0,6,683
35d214d972c911e9850edca9049399ef,3/12/18 12:45,10.0,12.0,False,False,38.0,47,72.0,21.0,3,237
35cd414f72c911e9937fdca9049399ef,2/16/17 20:44,,33.0,False,False,320.0,95,321.0,326.0,143,626
35d46e4a72c911e98bc0dca9049399ef,1/7/18 9:02,,10.0,False,False,66.0,95,293.0,282.0,175,301
35cc16d472c911e98d94dca9049399ef,8/29/18 3:45,,1.0,True,False,0.0,1,1.0,1.0,0,67
35cfd5f872c911e9aa89dca9049399ef,3/14/15 1:07,,32.0,False,False,112.0,40,,,0,1331
35d0490c72c911e986acdca9049399ef,6/2/18 20:54,,11.0,True,False,,42,101.0,95.0,3,155
35cba93872c911e9ad14dca9049399ef,9/6/17 19:16,,58.0,False,False,,15,27.0,21.0,1,424
35cf027372c911e9a4f5dca9049399ef,10/16/18 20:31,,1.0,False,False,0.0,1,1.0,0.0,0,19
35cbddf372c911e98a7fdca9049399ef,2/1/17 16:05,,34.0,False,False,128.0,4,37.0,32.0,4,641
35cef3fd72c911e9a94bdca9049399ef,5/16/16 16:40,,31.0,True,True,277.0,95,227.0,195.0,895,902
35d6b31472c911e98e47dca9049399ef,5/31/15 16:32,,27.0,False,False,100.0,18,28.0,28.0,2,1253
35d1e1e872c911e9aa70dca9049399ef,11/1/18 17:14,20.0,1.0,True,False,0.0,3,9.0,8.0,1,3
35cc748a72c911e99850dca9049399ef,3/3/18 7:11,,13.0,False,False,59.0,18,113.0,97.0,9,246
35d7286372c911e98388dca9049399ef,10/27/12 19:03,,83.0,False,False,216.0,82,218.0,204.0,284,2199
35d1b56b72c911e9a831dca9049399ef,9/6/13 3:26,,62.0,False,False,113.0,74,104.0,103.0,111,1885
35cf983572c911e991d3dca9049399ef,10/27/18 22:23,,6.0,True,False,8.0,2,28.0,28.0,1,8
35d53a8272c911e9be0edca9049399ef,11/1/18 21:06,,2.0,False,False,2.0,2,12.0,9.0,1,3
35ccb79c72c911e9ae7bdca9049399ef,10/30/17 7:34,30.0,32.0,True,False,189.0,95,360.0,349.0,176,370
35ce49ca72c911e980ecdca9049399ef,10/21/18 8:48,20.0,11.0,True,True,32.0,9,133.0,126.0,8,14
35ccdb3a72c911e99ec9dca9049399ef,10/13/14 13:28,,62.0,True,False,143.0,72,522.0,499.0,75,1483
35d6be0572c911e99dfcdca9049399ef,8/30/18 2:27,,19.0,False,False,172.0,65,476.0,457.0,61,66
35d4480c72c911e989e8dca9049399ef,7/11/18 18:45,50.0,5.0,True,False,10.0,12,66.0,43.0,3,116
35d5dc6e72c911e9a2d1dca9049399ef,7/25/15 0:48,,27.0,True,True,136.0,72,308.0,297.0,53,1198
35cbe1ab72c911e98a27dca9049399ef,11/18/17 18:25,10.0,44.0,False,False,41.0,73,96.0,95.0,21,351
35d6973a72c911e9b88edca9049399ef,10/18/18 12:04,30.0,5.0,False,True,16.0,12,79.0,70.0,8,17
35ceb18072c911e9a49fdca9049399ef,10/20/17 5:31,20.0,26.0,True,False,74.0,25,46.0,40.0,2,380
35cedda672c911e9be10dca9049399ef,11/5/14 18:58,,38.0,False,False,268.0,59,153.0,156.0,9,1460
35ce804a72c911e9b508dca9049399ef,3/1/18 8:16,,23.0,False,False,134.0,91,1318.0,1242.0,91,248
35cb9e7872c911e9b87adca9049399ef,10/31/18 23:06,,9.0,True,True,17.0,5,69.0,69.0,5,4
35d5420f72c911e981e9dca9049399ef,7/4/14 19:00,20.0,64.0,False,True,267.0,95,534.0,523.0,1583,1584
35d2124772c911e9bed9dca9049399ef,3/18/15 22:30,,34.0,False,False,231.0,58,267.0,266.0,6,1327
35cbaa7872c911e99b11dca9049399ef,3/7/17 16:59,,37.0,True,True,,67,301.0,281.0,15,607
35cbc93572c911e99d8edca9049399ef,5/31/18 19:28,50.0,13.0,False,False,55.0,55,334.0,251.0,55,157
35ce500c72c911e9b98bdca9049399ef,9/5/18 14:58,50.0,8.0,False,False,28.0,31,278.0,231.0,7,60
35d4815c72c911e9b4e1dca9049399ef,3/30/15 17:34,50.0,41.0,True,False,286.0,95,1301.0,1067.0,744,1315
35d60dba72c911e99188dca9049399ef,12/15/13 11:32,,2.0,False,False,1.0,1,,,0,1785
35cacd3872c911e9bcd8dca9049399ef,10/4/16 12:03,30.0,53.0,False,True,91.0,21,24.0,17.0,1,761
35d4970a72c911e9babbdca9049399ef,5/4/17 19:08,,21.0,False,False,39.0,2,1.0,1.0,6,549
35d48e7a72c911e98ffadca9049399ef,12/14/17 15:08,20.0,35.0,False,False,81.0,44,279.0,267.0,11,325
35d5075972c911e9bf2ddca9049399ef,11/12/14 12:49,,64.0,True,True,568.0,95,960.0,888.0,735,1453
35cffc5472c911e9a7d1dca9049399ef,4/30/14 14:28,,31.0,True,False,133.0,33,56.0,53.0,11,1649
35d319e672c911e9b922dca9049399ef,11/1/18 14:50,50.0,4.0,False,False,8.0,4,53.0,37.0,3,3
35d60f3572c911e9b1efdca9049399ef,6/3/18 17:10,,21.0,True,False,41.0,2,1.0,0.0,0,154
35ce483d72c911e9b56edca9049399ef,9/7/17 15:39,30.0,28.0,True,True,186.0,95,1002.0,931.0,86,423
35d5b41e72c911e9a780dca9049399ef,12/1/17 8:36,,21.0,False,True,92.0,94,217.0,181.0,175,338
35cc6fc772c911e9a4cfdca9049399ef,6/12/17 13:00,10.0,15.0,False,False,38.0,40,160.0,151.0,18,510
35d5900772c911e98837dca9049399ef,8/30/18 23:58,20.0,20.0,False,True,61.0,60,598.0,502.0,65,66
35d6ee0572c911e99076dca9049399ef,9/9/13 21:52,,36.0,False,False,6.0,3,13.0,12.0,1,1882
35cd21bd72c911e9a5d5dca9049399ef,9/1/16 23:27,,33.0,True,True,246.0,78,497.0,484.0,560,794
35cb28b572c911e9a0e9dca9049399ef,11/2/18 0:21,,4.0,True,False,24.0,3,122.0,118.0,4,2
35d4467372c911e9a7b6dca9049399ef,12/19/17 20:01,20.0,13.0,True,False,46.0,14,94.0,77.0,3,320
35cad81472c911e9954fdca9049399ef,5/23/18 21:31,,26.0,True,True,186.0,95,366.0,410.0,86,165
35cab55172c911e99939dca9049399ef,11/3/14 13:30,30.0,58.0,True,True,231.0,74,753.0,727.0,22,1462
35ccb40572c911e9bb1ddca9049399ef,8/29/16 8:25,10.0,16.0,False,False,27.0,10,15.0,13.0,2,797
35d509f572c911e99702dca9049399ef,2/8/17 12:13,20.0,64.0,False,True,189.0,45,317.0,308.0,41,634
35d03b0772c911e99217dca9049399ef,9/16/18 7:40,,3.0,True,False,5.0,16,24.0,17.0,1,49
35ce8d2372c911e99e86dca9049399ef,11/12/17 13:54,,28.0,True,True,117.0,87,193.0,180.0,125,357
35d0498c72c911e9a943dca9049399ef,9/23/18 21:01,,13.0,False,True,98.0,43,748.0,726.0,40,42
35d0c40272c911e99f0edca9049399ef,3/2/18 20:04,,25.0,True,False,81.0,57,130.0,99.0,8,247
35d0728772c911e98a12dca9049399ef,9/18/18 16:00,,31.0,True,False,81.0,36,414.0,396.0,6,47
35d518a672c911e9bd3fdca9049399ef,9/1/16 8:35,,64.0,True,True,226.0,84,422.0,358.0,119,794
35cff20572c911e9b9e6dca9049399ef,11/1/18 9:27,,3.0,False,False,6.0,3,26.0,25.0,1,3
35cc368272c911e9baefdca9049399ef,2/16/14 17:26,,55.0,False,True,36.0,67,171.0,164.0,70,1722
35d5eedc72c911e9ae82dca9049399ef,11/1/18 10:34,,31.0,True,False,88.0,4,113.0,114.0,5,3
35d6cb7572c911e99575dca9049399ef,3/7/18 10:24,50.0,9.0,False,True,39.0,61,195.0,124.0,2,242
35d7829172c911e9be72dca9049399ef,9/20/18 10:57,50.0,21.0,True,False,42.0,35,249.0,198.0,7,45
35d75c9c72c911e9b65bdca9049399ef,1/30/18 0:26,,13.0,False,True,100.0,91,327.0,306.0,235,278
35ccaff372c911e99e64dca9049399ef,4/30/18 7:33,,32.0,False,False,157.0,45,191.0,193.0,4,188
35cf337872c911e99ce1dca9049399ef,10/31/15 8:56,,38.0,False,False,137.0,9,66.0,58.0,3,1100
35cab28072c911e982aadca9049399ef,11/9/16 21:48,,34.0,True,True,228.0,79,118.0,120.0,428,725
35d323e872c911e982d4dca9049399ef,10/23/18 20:03,,11.0,False,False,28.0,13,96.0,96.0,13,12
35cbdcb372c911e996cbdca9049399ef,6/9/15 5:02,50.0,50.0,True,False,85.0,31,105.0,99.0,23,1244
35cc609472c911e99f18dca9049399ef,9/14/14 4:05,,55.0,True,True,141.0,86,269.0,244.0,24,1512
35d4073572c911e990a6dca9049399ef,10/8/16 6:20,50.0,58.0,True,True,409.0,85,870.0,856.0,262,757
35d2f12b72c911e99eccdca9049399ef,3/22/16 11:57,,10.0,False,False,23.0,20,19.0,17.0,6,957
35ce1eb572c911e9a91edca9049399ef,1/31/14 1:30,,55.0,True,True,540.0,94,655.0,718.0,255,1738
35d29c2172c911e9a3b8dca9049399ef,8/10/13 18:16,,71.0,False,False,89.0,24,44.0,43.0,5,1912
35cdf69972c911e9b1a9dca9049399ef,8/30/14 6:45,50.0,64.0,False,True,110.0,9,27.0,25.0,1,1527
35ce21e172c911e9912fdca9049399ef,7/21/13 9:58,10.0,64.0,False,True,533.0,95,2507.0,2455.0,1138,1932
35d1ad9172c911e995f9dca9049399ef,10/9/13 19:48,50.0,75.0,True,False,103.0,11,78.0,64.0,3,1852
35d21cb572c911e99d1fdca9049399ef,5/9/14 13:14,50.0,49.0,False,True,286.0,95,501.0,469.0,162,1640
35ced3d772c911e9a06adca9049399ef,8/1/16 20:44,,38.0,True,False,150.0,93,281.0,201.0,765,825
35cc257a72c911e98ca0dca9049399ef,4/22/18 16:52,,41.0,False,True,145.0,82,343.0,343.0,188,196
35ce406b72c911e9b5e7dca9049399ef,10/22/15 17:13,,57.0,True,False,155.0,36,128.0,114.0,15,1109
35d00ce372c911e98e21dca9049399ef,4/5/18 6:04,,32.0,False,False,266.0,90,331.0,318.0,75,213
35d6760772c911e9adc7dca9049399ef,11/1/18 7:52,,3.0,False,False,7.0,1,35.0,31.0,1,3
35d65b8a72c911e9a067dca9049399ef,12/30/17 13:24,20.0,7.0,False,False,13.0,2,3.0,3.0,0,309
35d1f5eb72c911e9b13fdca9049399ef,9/7/15 20:09,10.0,55.0,False,False,127.0,92,115.0,113.0,702,1154
35d660a672c911e9954adca9049399ef,11/12/17 8:51,20.0,21.0,False,False,69.0,16,48.0,32.0,5,357
35d7844272c911e98ac6dca9049399ef,12/3/13 22:38,,64.0,False,False,171.0,10,40.0,32.0,10,1797
35ce7b1972c911e9b75ddca9049399ef,9/18/17 1:17,,50.0,False,False,163.0,2,3.0,3.0,1,412
35ceee4072c911e99775dca9049399ef,4/27/18 18:26,,32.0,False,False,159.0,83,398.0,389.0,25,191
35d2e9d172c911e99cdfdca9049399ef,4/15/17 14:52,20.0,30.0,False,False,131.0,69,249.0,137.0,6,568
35cb0d8272c911e9918cdca9049399ef,8/6/16 15:55,,64.0,True,False,242.0,70,172.0,159.0,22,820
35d49ef572c911e9950bdca9049399ef,6/17/18 16:45,,26.0,False,False,237.0,95,1063.0,969.0,115,140
35cd02f572c911e98b0ddca9049399ef,10/16/17 2:15,10.0,11.0,False,False,22.0,4,27.0,21.0,4,384
35cec76172c911e9acf6dca9049399ef,2/18/14 22:33,,36.0,False,False,141.0,36,65.0,65.0,9,1720
35d494e372c911e9a04cdca9049399ef,9/20/17 15:59,20.0,37.0,False,False,83.0,18,65.0,56.0,10,410
35d63fae72c911e9b88ddca9049399ef,10/11/16 20:04,,66.0,False,False,115.0,10,6.0,5.0,1,754
35d242d172c911e9a0c5dca9049399ef,3/10/17 18:44,,9.0,False,False,19.0,13,83.0,71.0,7,604
35ccc21e72c911e9ac98dca9049399ef,8/5/13 10:17,,41.0,False,False,8.0,23,73.0,53.0,3,1917
35d0e18272c911e99bc5dca9049399ef,4/4/14 19:26,20.0,21.0,False,False,64.0,16,35.0,30.0,12,1675
35d1f42872c911e9a52adca9049399ef,7/29/18 20:23,,4.0,False,False,14.0,40,133.0,107.0,3,98
35cf806e72c911e9bb1ddca9049399ef,10/14/18 17:59,30.0,11.0,True,False,18.0,5,29.0,27.0,2,21
35cf6b8772c911e9bc90dca9049399ef,2/19/17 8:28,,31.0,True,True,241.0,93,601.0,590.0,377,623
35ce12de72c911e9b2b2dca9049399ef,11/28/17 23:14,20.0,54.0,False,True,127.0,95,228.0,222.0,281,341
35cadb6672c911e99c44dca9049399ef,6/1/18 22:27,50.0,28.0,True,True,108.0,52,628.0,576.0,32,156
35d25e0f72c911e982d9dca9049399ef,7/13/17 12:59,20.0,33.0,False,False,252.0,95,792.0,748.0,100,479
35caa9de72c911e9bf6cdca9049399ef,5/30/17 1:51,,34.0,True,True,187.0,92,543.0,489.0,217,523
35d29b1172c911e9988ddca9049399ef,7/21/16 15:13,20.0,18.0,False,True,142.0,94,472.0,472.0,796,836
35cd992872c911e9a8c2dca9049399ef,10/31/18 11:04,,5.0,False,False,10.0,5,43.0,43.0,4,4
35d4f66372c911e99298dca9049399ef,6/27/16 6:05,,47.0,False,False,314.0,42,111.0,105.0,33,860
35ca130c72c911e98632dca9049399ef,6/29/18 4:00,,17.0,False,False,54.0,82,252.0,244.0,107,128
35d435dc72c911e99c84dca9049399ef,9/21/18 16:41,20.0,7.0,False,False,28.0,45,93.0,92.0,32,44
35d576f372c911e9951cdca9049399ef,1/9/18 8:53,,32.0,True,True,119.0,29,121.0,116.0,29,299
35d093ba72c911e98913dca9049399ef,9/5/15 14:56,20.0,35.0,True,False,275.0,59,898.0,838.0,32,1156
35ca898f72c911e99d4fdca9049399ef,6/22/18 21:26,,6.0,False,False,47.0,66,241.0,234.0,40,135
35d1db1472c911e99a43dca9049399ef,10/16/17 8:36,20.0,3.0,False,False,8.0,4,22.0,13.0,1,384
35d0730a72c911e9aadedca9049399ef,9/19/18 6:50,10.0,21.0,True,False,35.0,41,127.0,113.0,21,46
35d5192672c911e9b5eddca9049399ef,9/29/15 23:17,20.0,6.0,False,False,21.0,3,11.0,9.0,0,1132
35ce585e72c911e98024dca9049399ef,5/7/14 12:47,50.0,34.0,True,False,163.0,94,929.0,915.0,67,1642
35d0dc4572c911e9976adca9049399ef,8/7/18 13:45,,16.0,True,False,30.0,21,8.0,6.0,1,89
35d0954272c911e98480dca9049399ef,6/26/18 17:52,,27.0,False,False,54.0,50,117.0,110.0,5,131
35d0f32172c911e9bc88dca9049399ef,3/17/18 12:26,50.0,31.0,False,True,241.0,91,557.0,526.0,126,232
35d2625972c911e9a62adca9049399ef,9/15/18 18:02,,5.0,False,False,34.0,44,326.0,324.0,43,50
35d2a15172c911e9a10fdca9049399ef,10/27/18 0:29,20.0,3.0,True,True,11.0,9,84.0,82.0,9,8
35ce7e2e72c911e9b689dca9049399ef,9/17/18 15:21,,7.0,True,False,47.0,49,371.0,401.0,48,48
35d32a4f72c911e9bd0ddca9049399ef,4/8/18 19:02,50.0,41.0,False,False,118.0,66,394.0,269.0,5,210
35d77d4572c911e9be9cdca9049399ef,7/7/17 20:38,50.0,64.0,True,True,289.0,51,277.0,264.0,79,485
35cc99c272c911e98b0ddca9049399ef,8/27/18 11:41,,31.0,True,False,96.0,65,190.0,190.0,32,69
35cb3c4f72c911e99f68dca9049399ef,9/13/16 0:53,20.0,40.0,True,False,19.0,3,22.0,21.0,1,782
35d2975172c911e99b19dca9049399ef,9/26/17 6:12,,64.0,True,False,377.0,92,342.0,369.0,123,404
35ccff8772c911e9afd2dca9049399ef,7/14/16 12:57,,50.0,True,False,72.0,56,113.0,110.0,8,843
35d462a672c911e998fcdca9049399ef,7/2/17 14:08,,21.0,True,False,42.0,9,48.0,39.0,1,490
35d59c9972c911e9a921dca9049399ef,8/13/17 15:58,20.0,17.0,False,False,45.0,4,11.0,11.0,1,448
35ced45972c911e98993dca9049399ef,8/7/14 9:53,,8.0,False,True,50.0,44,383.0,367.0,26,1550
35d6cdfd72c911e9b05fdca9049399ef,6/23/18 14:27,50.0,23.0,True,True,125.0,82,651.0,559.0,68,134
35cde3ba72c911e98eefdca9049399ef,10/6/16 21:08,,54.0,True,False,129.0,94,127.0,124.0,502,759
35cd10fa72c911e9aecbdca9049399ef,9/17/13 18:12,,33.0,False,False,151.0,58,121.0,118.0,5,1874
35d7317372c911e98f7adca9049399ef,10/14/18 12:16,,2.0,False,False,1.0,1,4.0,4.0,1,21
35ccc04772c911e9a8fedca9049399ef,7/8/16 10:30,10.0,32.0,True,True,264.0,89,271.0,228.0,84,849
35d6c53372c911e9a27fdca9049399ef,10/9/18 10:55,30.0,1.0,False,False,0.0,6,6.0,2.0,0,26
35cafde372c911e99b93dca9049399ef,4/17/17 21:36,30.0,50.0,True,False,48.0,10,6.0,4.0,0,566
35cad6c072c911e9a9c9dca9049399ef,10/17/18 1:04,20.0,17.0,True,True,56.0,19,256.0,239.0,20,18
35cdb0a372c911e9a964dca9049399ef,11/9/16 15:23,50.0,21.0,True,True,103.0,61,352.0,323.0,48,725
35d5a6a372c911e99d59dca9049399ef,9/12/18 7:02,,13.0,True,False,,45,183.0,172.0,14,53
35d2d06e72c911e9a1addca9049399ef,11/3/16 2:26,,47.0,False,False,,3,7.0,6.0,1,731
35d52f9472c911e9adaedca9049399ef,11/28/15 17:28,,62.0,False,True,190.0,90,590.0,549.0,43,1072
35cb392372c911e99e93dca9049399ef,6/11/18 23:11,,19.0,False,False,169.0,95,2125.0,2073.0,145,146
35cfe1f572c911e9a4afdca9049399ef,11/1/18 2:16,,18.0,True,False,39.0,3,38.0,33.0,3,3
35cdd3c772c911e98edadca9049399ef,8/29/13 13:43,20.0,64.0,True,True,107.0,76,206.0,196.0,22,1893
35d1c03d72c911e9acf8dca9049399ef,8/20/17 1:36,,17.0,True,True,60.0,82,99.0,98.0,125,441
35d067ab72c911e9ac5edca9049399ef,8/16/18 7:59,10.0,8.0,True,True,42.0,71,212.0,195.0,71,80
35d1631172c911e9a520dca9049399ef,5/11/18 16:03,10.0,12.0,True,False,25.0,4,2.0,1.0,0,177
35cb8ee372c911e9a5f9dca9049399ef,1/28/16 22:12,,41.0,True,True,26.0,51,151.0,150.0,31,1011
35caf6f072c911e98456dca9049399ef,12/25/13 14:16,1.0,43.0,False,True,120.0,95,237.0,161.0,587,1775
35caef0c72c911e9a694dca9049399ef,10/27/18 1:05,30.0,3.0,False,True,5.0,9,32.0,30.0,6,8
35d006ae72c911e9b27bdca9049399ef,1/14/18 13:12,20.0,38.0,False,True,142.0,76,1568.0,1207.0,29,294
35cf543d72c911e9b20adca9049399ef,9/22/18 18:54,,4.0,False,True,19.0,43,193.0,168.0,30,43
35ccac5c72c911e99128dca9049399ef,6/29/18 15:06,,5.0,False,False,14.0,2,,,0,128
35d43c5772c911e9a1a5dca9049399ef,2/6/18 18:25,50.0,17.0,True,False,141.0,51,667.0,612.0,31,271
35d5463a72c911e992a0dca9049399ef,2/20/17 23:19,10.0,17.0,False,False,53.0,2,1.0,0.0,0,622
35d1cfae72c911e98b0ddca9049399ef,3/1/16 1:24,,34.0,True,False,183.0,81,210.0,189.0,20,978
35d6172e72c911e98390dca9049399ef,10/9/18 21:44,10.0,7.0,False,False,39.0,27,260.0,217.0,16,26
35d18fae72c911e981bedca9049399ef,8/16/18 11:41,10.0,17.0,True,False,24.0,8,7.0,6.0,3,80
35d3771172c911e9887cdca9049399ef,5/1/16 16:50,1.0,42.0,False,False,20.0,28,62.0,52.0,6,917
35cb76e872c911e9ac35dca9049399ef,10/17/17 20:00,20.0,10.0,False,False,25.0,38,115.0,102.0,34,383
35cec3a172c911e9ba99dca9049399ef,2/10/16 20:07,,31.0,False,False,151.0,54,113.0,108.0,3,998
35cdffa872c911e99c65dca9049399ef,6/5/16 21:09,,30.0,True,False,,17,40.0,34.0,2,882
35cf564572c911e9975adca9049399ef,9/9/18 10:12,50.0,12.0,False,False,83.0,52,390.0,358.0,40,56
35ce003372c911e98677dca9049399ef,5/8/18 13:02,20.0,12.0,False,False,36.0,29,84.0,60.0,2,180
35cf31e872c911e9af2edca9049399ef,9/19/17 5:44,20.0,31.0,True,True,140.0,95,300.0,299.0,174,411
35ca1a8272c911e9be34dca9049399ef,8/21/18 22:50,30.0,20.0,True,True,143.0,68,588.0,514.0,28,75
35d6f3cc72c911e98673dca9049399ef,9/21/18 2:34,,3.0,False,False,6.0,12,37.0,30.0,2,44
35d69bfd72c911e9ae99dca9049399ef,5/3/18 17:08,,24.0,False,True,99.0,37,114.0,112.0,9,185
35ceb64572c911e9a4d9dca9049399ef,2/13/18 13:57,,23.0,False,False,234.0,74,404.0,395.0,47,264
35d5f10c72c911e9b370dca9049399ef,7/3/18 18:59,,33.0,True,False,155.0,35,203.0,179.0,13,124
