user_id,age,annual_income,country,duolingo_platform,duolingo_subscriber,duolingo_usage,employment_status,future_contact,gender,other_resources,primary_language_commitment,primary_language_review,primary_language_motivation,primary_language_motivation_followup,primary_language_proficiency,student,survey_complete,time_spent_seconds
35cacb3a72c911e980cadca9049399ef,35 - 54,"$0 - $10,000",RU,Web browser,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Male,Online language class,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an expat,Other (please specify)",Beginner,Part-time student,1,709
35cacbee72c911e98126dca9049399ef,Under 18,"$0 - $10,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Unemployed,Yes,Male,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,,Beginner,Part-time student,1,458
35cacc9772c911e99a08dca9049399ef,18-34,"$0 - $10,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Female,Other apps,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Intermediate,Not currently a student,1,156
35cacd3872c911e9bcd8dca9049399ef,55 - 74,"$0 - $10,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Weekly,Employed full-time,Yes,Male,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,293
35cacde172c911e99f10dca9049399ef,18-34,"$0 - $10,000",RU,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,No,Male,Movies/TV Shows,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,Other (please specify),Beginner,Not currently a student,1,248
35cacf4072c911e9b128dca9049399ef,18-34,"$11,000 - $25,000",RU,Android phone or tablet,"No, but I have previously paid for Duolingo Plus",Daily,Unemployed,Yes,Male,"Other apps,Textbooks,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),Online language class",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,Someday I would like to travel to a country that uses this language",Intermediate,Full-time student,1,581
35cacff372c911e98104dca9049399ef,18-34,"$26,000 - $75,000",RU,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,Movies/TV Shows,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,Other (please specify),Beginner,Not currently a student,1,578
35cad09e72c911e99421dca9049399ef,35 - 54,"$11,000 - $25,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,Other apps,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,,Intermediate,Not currently a student,1,476
35cad14772c911e987c6dca9049399ef,35 - 54,"$151,000 or more",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Textbooks,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),Online language class,Other (please specify)",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to learn this language for school,I am required to use Duolingo in a class I am enrolled in,Intermediate,Not currently a student,1,342
35cad21172c911e9a6bbdca9049399ef,35 - 54,"$76,000 - $150,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Stories/novels/children's books,In-person language class",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,Other (please specify)",Intermediate,Not currently a student,1,301
35cad2c272c911e986aadca9049399ef,18-34,"$11,000 - $25,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Textbooks",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an immigrant,I am a refugee",Advanced,Part-time student,1,214
35cad36e72c911e99646dca9049399ef,55 - 74,"$11,000 - $25,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Textbooks,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an expat,I am studying abroad",Intermediate,Not currently a student,1,1025
35cad41972c911e99b34dca9049399ef,55 - 74,"$0 - $10,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Female,"Other apps,Textbooks",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games",Beginner,Not currently a student,1,296
35cad4c272c911e9a705dca9049399ef,55 - 74,"$11,000 - $25,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,Movies/TV Shows,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am interested in a culture that speaks this language,To connect with my personal heritage in this culture,Intermediate,Not currently a student,1,417
35cad56b72c911e99647dca9049399ef,18-34,"$11,000 - $25,000",RU,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,Movies/TV Shows,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an immigrant,I am studying abroad",Intermediate,Not currently a student,1,718
35cad61772c911e9923fdca9049399ef,18-34,"$11,000 - $25,000",RU,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Movies/TV Shows,In-person language class,Online language class",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an immigrant,I am studying abroad",Advanced,Not currently a student,1,219
35cad6c072c911e9a9c9dca9049399ef,75 or older,,RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,No,Male,Stories/novels/children's books,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,I want to spend less time watching or reading the news,Intermediate,Not currently a student,1,444
35cad76872c911e999a7dca9049399ef,75 or older,"$26,000 - $75,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Male,"Textbooks,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to better communicate with my grandparents, grandchildren, or other relatives,Other (please specify)",Intermediate,Not currently a student,1,365
35cad81472c911e9954fdca9049399ef,35 - 54,"$26,000 - $75,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Movies/TV Shows,In-person language class",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,I want to spend less time on social media,Beginner,Not currently a student,1,468
35cad8bd72c911e99f09dca9049399ef,35 - 54,"$26,000 - $75,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Unemployed,Yes,Female,Private tutor,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an immigrant,I am an expat",Intermediate,Not currently a student,1,228
35cad96672c911e9aea3dca9049399ef,35 - 54,"$76,000 - $150,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,Movies/TV Shows,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,258
35cada1172c911e98c05dca9049399ef,18-34,"$76,000 - $150,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Movies/TV Shows",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,360
35cadabd72c911e99f31dca9049399ef,18-34,"$11,000 - $25,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Female,"Textbooks,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,367
35cadb6672c911e99c44dca9049399ef,18-34,"$26,000 - $75,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an expat,I am studying abroad",Advanced,Not currently a student,1,306
35cadc0f72c911e9a845dca9049399ef,18-34,"$11,000 - $25,000",RU,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Online language class,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to learn this language for school,Other (please specify),Beginner,Part-time student,1,235
35cadcba72c911e9898bdca9049399ef,35 - 54,"$11,000 - $25,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time playing games,I want to spend less time watching or reading the news",Intermediate,Not currently a student,1,433
35cadd8272c911e9bfd8dca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,133
35cade2b72c911e9b58ddca9049399ef,35 - 54,"$11,000 - $25,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Weekly,Employed full-time,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,440
35cadede72c911e98694dca9049399ef,18-34,"$0 - $10,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Female,"Stories/novels/children's books,Movies/TV Shows",I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,I want to show respect by speaking the local language,I have an upcoming trip,Someday I would like to travel to a country that uses this language,I am planning to move to a different country",Beginner,Not currently a student,1,214
35cadf8a72c911e98089dca9049399ef,18-34,"$0 - $10,000",JP,iPhone or iPad,"No, but I have previously paid for Duolingo Plus",Daily,Employed part-time,Yes,Female,Private tutor,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to learn this language for school,Other (please specify),Beginner,Full-time student,1,87
35cae03372c911e995b8dca9049399ef,35 - 54,"$76,000 - $150,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,Yes,Female,Stories/novels/children's books,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"I want to learn as many languages as I can,Language learning is a hobby,Other (please specify)",Intermediate,Not currently a student,1,197
35cae0dc72c911e9adcadca9049399ef,18-34,"$76,000 - $150,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,Other apps,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,1,93
35cae18772c911e99984dca9049399ef,55 - 74,"$26,000 - $75,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,,Female,"Textbooks,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Beginner,Not currently a student,1,308
35cae23372c911e9bde7dca9049399ef,35 - 54,"$151,000 or more",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",,Employed full-time,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,178
35cae36872c911e98290dca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Weekly,Employed full-time,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Intermediate,Not currently a student,1,127
35cae40772c911e9a9acdca9049399ef,18-34,,JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Less than once a month,Unemployed,Yes,Male,Other (please specify),I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to communicate with locals in a meaningful way,I have an upcoming trip,Other (please specify)",Beginner,Full-time student,1,184
35cae4a672c911e98629dca9049399ef,Under 18,"$0 - $10,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Male,In-person language class,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,I want to learn as many languages as I can,Intermediate,Full-time student,1,150
35cae55172c911e9b11bdca9049399ef,18-34,"$11,000 - $25,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Unemployed,Yes,Female,Other (please specify),I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Full-time student,1,306
35cae5f372c911e9a79edca9049399ef,35 - 54,"$0 - $10,000",RU,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,Other apps,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an immigrant,I am an expat",Intermediate,Not currently a student,1,230
35cae69c72c911e98cbfdca9049399ef,18-34,"$0 - $10,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Monthly,Employed part-time,Yes,Male,"Other apps,Textbooks,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),In-person language class,Online language class",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games",Intermediate,Full-time student,1,229
35cae73a72c911e985bcdca9049399ef,18-34,"$0 - $10,000",RU,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,373
35cae7e672c911e9a537dca9049399ef,55 - 74,"$26,000 - $75,000",RU,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Female,Online language class,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Intermediate,Not currently a student,1,409
35cae89972c911e9a9b7dca9049399ef,35 - 54,"$151,000 or more",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,175
35cae94272c911e99401dca9049399ef,18-34,"$0 - $10,000",RU,Android phone or tablet,"No, but I have previously paid for Duolingo Plus",Daily,Unemployed,Yes,Male,"Textbooks,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am interested in a culture that speaks this language,Other (please specify),Intermediate,Part-time student,1,661
35cae9ee72c911e9b370dca9049399ef,18-34,"$11,000 - $25,000",RU,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Female,"Other apps,Movies/TV Shows",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to challenge myself,,Beginner,Not currently a student,1,344
35caea8f72c911e9aefedca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Stories/novels/children's books,Speak with others (language events, conversation groups, meet-ups, etc.),Private tutor,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,I am studying abroad,Beginner,Not currently a student,1,169
35caeb3872c911e9805adca9049399ef,35 - 54,,JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Movies/TV Shows,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to communicate with locals in a meaningful way,I have an upcoming trip,I am planning to move to a different country",Intermediate,Not currently a student,1,226
35caebd772c911e99544dca9049399ef,Under 18,"$0 - $10,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Unemployed,Yes,Male,Other (please specify),I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games,Other (please specify)",Beginner,Full-time student,1,340
35caec8272c911e9a78cdca9049399ef,18-34,"$0 - $10,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Monthly,Unemployed,No,Male,Other (please specify),I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,Language learning is a hobby",Intermediate,Full-time student,1,140
35caedc072c911e997abdca9049399ef,35 - 54,"$0 - $10,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,"I want to learn this language together with my family,Other (please specify)",Intermediate,Not currently a student,1,323
35caee6b72c911e9b168dca9049399ef,18-34,"$0 - $10,000",JP,Web browser,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Male,"Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an expat,I am studying abroad",Beginner,Full-time student,1,218
35caef0c72c911e9a694dca9049399ef,35 - 54,"$151,000 or more",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,I am a refugee,Beginner,Not currently a student,1,268
35caefab72c911e9a9ecdca9049399ef,35 - 54,"$0 - $10,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Retired,Yes,Female,"Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"I want to learn as many languages as I can,Other (please specify)",Advanced,Not currently a student,1,238
35caf04c72c911e993d0dca9049399ef,35 - 54,"$26,000 - $75,000",CO,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,I am a refugee,Beginner,Not currently a student,1,304
35caf0eb72c911e9a796dca9049399ef,35 - 54,,JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Textbooks,Stories/novels/children's books,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,,Intermediate,Not currently a student,1,362
35caf19772c911e98e6cdca9049399ef,18-34,"$11,000 - $25,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Movies/TV Shows,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Intermediate,Part-time student,1,917
35caf24072c911e9946edca9049399ef,35 - 54,"$76,000 - $150,000",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,Movies/TV Shows,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,"I want to better communicate with people in my community (neighbors, coworkers, etc.),Other (please specify)",Beginner,Not currently a student,1,139
35caf2e172c911e9a96ddca9049399ef,18-34,"$151,000 or more",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I don't want to forget what I've previously learned,,Beginner,Not currently a student,1,645
35caf39e72c911e988fadca9049399ef,18-34,"$0 - $10,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Unemployed,Yes,Male,"Other apps,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,Other (please specify)",Beginner,Full-time student,1,262
35caf44772c911e9a0f1dca9049399ef,35 - 54,"$151,000 or more",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,Movies/TV Shows,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Intermediate,Not currently a student,1,160
35caf4fa72c911e9b843dca9049399ef,55 - 74,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,No,Male,"Movies/TV Shows,Other (please specify)",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Intermediate,Not currently a student,1,355
35caf5a672c911e9ba51dca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,Other (please specify)",Advanced,Not currently a student,1,164
35caf64772c911e98a86dca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,247
35caf6f072c911e98456dca9049399ef,35 - 54,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,Other (please specify),I have an upcoming trip",Beginner,Not currently a student,1,320
35caf78f72c911e9b0abdca9049399ef,55 - 74,"$76,000 - $150,000",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,Other (please specify),Intermediate,Not currently a student,1,235
35caf82e72c911e9827fdca9049399ef,18-34,,JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,I have an upcoming trip,Someday I would like to travel to a country that uses this language,I am planning to move to a different country",Beginner,Not currently a student,1,150
35caf8cf72c911e98ed2dca9049399ef,18-34,"$11,000 - $25,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Male,In-person language class,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an expat,Other (please specify)",Beginner,Not currently a student,1,267
35caf97072c911e9a039dca9049399ef,18-34,"$0 - $10,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Monthly,Employed part-time,Yes,Female,"Other apps,Movies/TV Shows",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,Other (please specify),Intermediate,Not currently a student,1,453
35cafa1972c911e99e1ddca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to learn this language for school,I want to prepare for a placement test,Beginner,Not currently a student,1,154
35cafaba72c911e9a9d2dca9049399ef,35 - 54,"$26,000 - $75,000",JP,iPhone or iPad,I don't know if I pay for Duolingo Plus,Monthly,Employed full-time,Yes,Male,Textbooks,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I don't want to forget what I've previously learned,,Beginner,Not currently a student,1,194
35cafb5972c911e9b346dca9049399ef,75 or older,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Female,Other (please specify),I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to better communicate with my grandparents, grandchildren, or other relatives",Intermediate,Not currently a student,1,443
35cafbf872c911e9a252dca9049399ef,55 - 74,"$76,000 - $150,000",RU,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,Yes,Male,Stories/novels/children's books,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,"I want to better communicate with my significant other or their family,I want to better communicate with people in my community (neighbors, coworkers, etc.)",Advanced,,1,238
35cafca372c911e9ab30dca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,"To connect with my personal heritage in this culture,Other (please specify)",Beginner,Part-time student,1,138
35cafd4572c911e9adafdca9049399ef,18-34,"$0 - $10,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,Stories/novels/children's books,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am interested in a culture that speaks this language,To connect with my personal heritage in this culture,Beginner,Not currently a student,1,502
35cafde372c911e99b93dca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Male,Textbooks,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,164
35cafea172c911e9a9fedca9049399ef,35 - 54,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,187
35caff4c72c911e99c4bdca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Advanced,Not currently a student,1,311
35caffeb72c911e9a3ebdca9049399ef,35 - 54,"$11,000 - $25,000",CO,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed part-time,Yes,Male,"Movies/TV Shows,Other (please specify)",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,,Intermediate,Not currently a student,1,417
